sentiment,texte
positive,« Nous espérons augmenter les volumes de trafic avec l'ouverture de Freight One Scandinavia. ''
positive,"a Le 11 janvier 2010, le conseil d'administration d'EPHC a approuvé une augmentation du dividende trimestriel de 0,03 $ à 0,05 $ par action."
positive,"Kalmar de la société finlandaise Cargotec, le secteur d'activité fournissant des solutions de manutention de conteneurs, a remporté une commande pour dix autres grues à portique RTG sur pneus E-One auprès de Saigon Newport Company SNP, au Vietnam."
positive,"Les investisseurs de Bilfinger ont applaudi l'accord, faisant grimper les actions de 7%, ou & euro; 3h30 , à & euros ; 50.29, dans les échanges de l'après-midi."
positive,Kesko poursuit une stratégie de croissance saine et ciblée en se concentrant sur les ventes et les services aux consommateurs-clients.
positive,"LONDRES AFX - Les actions de Rautaruukki Corp ont été relevées de « à conserver » plutôt que de « vendre » par ABN Amro, avec un objectif de cours relevé de 14,5 à 25,75 euros, ont indiqué les concessionnaires."
positive,LONDRES MarketWatch -- Nokia a annoncé avoir remporté un contrat de services de cinq ans pour gérer les opérations réseau de Hutchison Essar sur neuf sites en Inde.
positive,"Progress Group, représentant de QPR en Arabie Saoudite et en Afrique du Nord, a signé un accord-cadre pour une relation stratégique à long terme avec ISE."
positive,"Ragutis, contrôlée par la brasserie finlandaise Olvi, a enregistré une hausse de 5,7 pour cent de ses ventes de bière à 22,6 millions de litres et détient une part de marché de 10,75 pour cent."
positive,"Le magasin de 250 m² situé dans le premier quartier commerçant de Copenhague a été inauguré aujourd'hui, renforçant ainsi la présence de l'entreprise dans les capitales nordiques."
positive,"Le métal a gagné 41 pour cent cette année alors que la demande de la Chine, le plus grand utilisateur mondial, a augmenté."
positive,"En outre, Cramo et Peab ont signé des contrats de location exclusifs de cinq ans en Finlande et ont prolongé de cinq ans leurs contrats de location existants sur le marché suédois."
positive,OUTOTEC OYJ COMMUNIQUÉ DE PRESSE 4 DÉCEMBRE 2009 10h30 Outotec crée une nouvelle filiale à Calcutta Outotec a créé une filiale en Inde afin de mieux servir ses clients indiens et d'accroître ses activités sur le marché indien en pleine croissance.
positive,"Il est également 7,7% supérieur au prix moyen pondéré en fonction du volume sur 12 mois."
positive,"Les expéditions de téléphones mobiles ont bondi de 26 pour cent à près de 112 millions d'unités, tandis que la part de marché mondiale de la société finlandaise est passée de 36 pour cent à 39 pour cent."
neutral,"Le 29 janvier 2009, la plus grande banque nordique, Nordea, et la chaîne de distribution finlandaise Stockmann ont lancé un projet de coopération unique au niveau régional : elles sont les premières à introduire une carte de crédit MasterCard commune permettant des paiements dans différents États et magasins."
neutral,"QPR dispose d'une clientèle internationale établie, répartie dans 70 pays en 2009, et d'une variété d'organisations, notamment des banques, des entreprises manufacturières, des sociétés de services et des autorités gouvernementales."
positive,"sélectionne Transplace, leader de la logistique tierce, pour sa technologie et ses capacités d'approvisionnement de premier ordre ; Le principal fabricant d'emballages spéciaux utilise une solution 3PL complète pour la visibilité de la chaîne d'approvisionnement et l'efficacité du transport afin d'augmenter les niveaux de service et les livraisons à temps"
positive,La 4G permet aux clients d'utiliser les services mobiles à large bande avec des vitesses jusqu'à dix fois supérieures à celles de la 3G actuelle.
neutral,"Selon Eijkens, un éditeur peut faire bien plus que simplement publier des livres colorés : un éditeur peut apporter une valeur ajoutée à l'information en l'individualisant."
positive,"Sur la base du fort intérêt et des commentaires des clients, l'utilisation de RPM par les fabricants de téléphones mobiles, les opérateurs, les entreprises et les forums de développeurs peut augmenter considérablement la qualité de leurs produits et services, leur expérience utilisateur et leur rentabilité », poursuit Tulonen."
neutral,Cameco va fournir un investissement initial pouvant atteindre 60 millions de dollars pour la construction du circuit d'extraction de l'uranium.
neutral,Le CDP a été créé à l'initiative d'investisseurs institutionnels ; mais les résultats publiés chaque année intéressent également un nombre croissant de clients et d'autres groupes d'intérêt des sociétés déclarantes.
neutral,Le contrat initial a été signé l'été dernier.
neutral,"«Cela témoigne de la qualité de notre solution LTE et de notre engagement envers le marché japonais», a-t-il ajouté."
positive,« Ixonos possède un riche héritage en matière de développement d'expériences de leadership dans le segment des smartphones.
positive,« L' acquisition d' Elektros Pavara complète la stratégie d' expansion du marché de KONE dans les pays baltes .
positive,18 janvier 2010 - Le cabinet de conseil informatique finlandais Trainers' House Oyj HEL ​​: TRH1V a annoncé vendredi dernier qu'il avait décidé d'émettre une obligation hybride de 5 millions d'euros à des investisseurs nationaux dans le but de renforcer sa structure de capital.
neutral,"ALEXANDRIA, Virginie, 15 octobre - Aaron Moss, du Hampshire, en Grande-Bretagne, a développé un design ornemental pour un combiné, a annoncé l'Office américain des brevets et des marques."
neutral,obligations hybrides 18 janvier 2010 - Le cabinet de conseil informatique finlandais Trainers' House Oyj HEL ​​: TRH1V a annoncé vendredi dernier qu'il avait décidé d'émettre une obligation hybride de 5 millions d'euros à des investisseurs nationaux dans le but de renforcer sa structure de capital.
positive,"L'activité réparation et maintenance a représenté un chiffre d'affaires net de 645,3 millions d'euros, contre 563,6 millions d'euros."
positive,"L'argent sera dépensé ""pour renforcer la compétitivité de l'entreprise dans le domaine des produits de scierie et pour augmenter le volume de bois livré pour la transformation en Russie"", indique le communiqué."
positive,La nouvelle technologie améliore la qualité et la consistance du verre tout en augmentant le débit.
neutral,"Cette estimation s'explique notamment par l'augmentation des loyers en 2008 et par plusieurs immeubles de bureaux et de commerces entièrement loués, qui ont été achevés et ajoutés au portefeuille d'immeubles de placement de la société."
positive,"Le groupe Vaisala est une entreprise technologique internationale prospère qui développe, fabrique et commercialise des systèmes et produits de mesure électroniques."
neutral,"L'unité Vuokatti sera développée pour se concentrer notamment sur la fabrication de prototypes, la montée en puissance des nouveaux produits et les services exigeants d'essais et d'après-vente."
positive,Nous sommes impatients d'aider l'entreprise à développer ses services opérationnels et à numériser davantage ses services pour ses clients. ''
neutral,"AGJ a enregistré un chiffre d'affaires de 43 millions d'euros en 2006, dont la majeure partie a été générée par des exportations vers des clients d'Europe occidentale, indique le communiqué."
positive,« Le nombre d' erreurs de collecte a considérablement diminué et les opérations se sont accélérées .
positive,"En combinant ses solutions existantes en une seule plateforme, Comptel a déclaré avoir réduit le coût de déploiement."
positive,"Au deuxième trimestre 2010, la perte avant impôts du groupe s'est réduite à 400 000 euros contre 600 000 euros."
positive,"26 janvier 2011 - L'entreprise finlandaise de produits métalliques Componenta Oyj (HEL : CTH1V) a annoncé hier que sa perte nette s'était réduite à 500 000 euros au dernier trimestre 2010, contre 5,3 millions d'euros pour la même période un an plus tôt."
positive,"8 mai 2009 - Le fabricant finlandais de produits de manipulation de liquides et de systèmes de tests de diagnostic Biohit Oyj ( HEL : BIOBV ) a annoncé aujourd'hui ( 8 mai 2009 ) que sa perte nette s'est réduite à 0,1 million d'euros (0,14 million de dollars) pour le premier trimestre 2009 contre 0,14 million d'euros. ,4 m pour la même période de 2008 ."
positive,"Le fabricant finlandais de fibres et de produits en plastique Suominen Corporation a déclaré que sa perte nette des activités poursuivies s'est réduite à 1,8 million d'euros (2,3 millions de dollars) en 2006, contre 3,7 millions d'euros (4,8 millions de dollars) en 2005."
positive,"La société finlandaise de produits métalliques Componenta Oyj (HEL : CTH1V) a annoncé aujourd'hui que sa perte nette s'est réduite à 500 000 EUR (680 000 USD) au dernier trimestre 2010, contre 5,3 millions d'EUR pour la même période un an plus tôt."
positive,"Le fabricant finlandais d'équipements sportifs Amer Sports Oyj (HEL : AMEAS) a annoncé aujourd'hui que sa perte nette s'est réduite à 16,9 millions d'euros (22,3 millions de dollars) au deuxième trimestre 2010, contre 23,2 millions d'euros pour la période correspondante un an plus tôt."
positive,"Le sidérurgiste finlandais Rautaruukki Oyj (HEL : RTRKS), ou Ruukki, a annoncé aujourd'hui que sa perte nette s'est contractée à 49 millions d'euros (68,2 millions de dollars) pour les neuf premiers mois de 2010, contre 229 millions d'euros pour la même période de l'année dernière."
positive,"Pour les neuf premiers mois de 2010 , la perte nette de Talvivaara s'est réduite à 8,3 millions d' euros contre 21,9 millions d' euros pour la même période de 2009 ."
positive,"Au cours des neuf premiers mois de 2010 , la perte nette de la société s'est réduite à 415 000 EUR contre 7,4 millions d' EUR pour la période correspondante de 2009 ."
positive,"Au cours des neuf premiers mois de 2010 , la perte nette de la société s'est réduite à 415 000 euros contre 7,4 millions d' euros pour la période correspondante de 2009 ."
positive,"( ADP News ) - 9 février 2009 - La société finlandaise de services informatiques Proha Oyj ( HEL : ART1V ) a annoncé aujourd'hui que sa perte nette s'est réduite à 113 000 EUR ( 146 000 USD ) pour 2008 contre 1,2 million d' EUR pour 2007 ."
positive,"Le nouveau modèle de fonctionnement de l'usine et les réorganisations réduiraient les coûts de Nokian Tyres dans l'usine de 30 millions d'euros (38,7 millions de dollars américains)."
positive,"20 octobre 2010 - L'entreprise finlandaise de produits métalliques Componenta Oyj HEL ​​: CTH1V a annoncé hier que sa perte nette s'était réduite à 7 millions d'euros pour les neuf premiers mois de 2010, contre 23,3 millions d'euros pour la même période de 2009."
